Asset,Quote,Provider,Deploy,Whitelist,Class,base,cross,quote,oracleBaseCross,oracleCrossQuote
swETH,USD,Cross,Yes,Yes,CrossAdapter,0x09341022ea237a4DB1644DE7CCf8FA0e489D85B7,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_swETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
wstETH,USD,Cross,Yes,Yes,CrossAdapter,0x7c98E0779EB5924b3ba8cE3B17648539ed5b0Ecc,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_wstETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
weETH,USD,Cross,Yes,Yes,CrossAdapter,0xA6cB988942610f6731e664379D15fFcfBf282b44,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_weETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
rsETH,USD,Cross,Yes,Yes,CrossAdapter,0xc3eACf0612346366Db554C991D7858716db09f58,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_rsETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
ezETH,USD,Cross,Yes,Yes,CrossAdapter,0x2416092f143378750bb29b79eD961ab195CcEea5,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_ezETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
pzETH,USD,Cross,Yes,Yes,CrossAdapter,0x9cb41CD74D01ae4b4f640EC40f7A60cA1bCF83E7,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_pzETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
rswETH,USD,Cross,Yes,Yes,CrossAdapter,0x18d33689AE5d02649a859A1CF16c9f0563975258,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_rswETH_FUNDAMENTAL/ETH],[RedStoneClassic_ETH/USD]
SWELL,USD,Cross,Yes,Yes,CrossAdapter,0x2826D136F5630adA89C1678b64A61620Aab77Aea,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000348,[RedStoneClassic_SWELL/ETH],[RedStoneClassic_ETH/USD]
