Asset,Quote,Provider,Deploy,Whitelist,Class,pendleOracle,pendleMarket,base,quote,twapWindow
PT-LBTC-29MAY2025,CBBTC,Pendle,Yes,No,PendleOracle,0x9a9Fa8338dd5E5B2188006f1Cd2Ef26d921650C2,0x727cebacfb10ffd353fc221d06a862b437ec1735,0x5d746848005507DA0b1717C137A10C30AD9ee307,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,900
