Asset,Quote,Provider,Deploy,Whitelist,Class,base,quote,rate
USR,USD,Fixed Rate,Yes,Yes,FixedRateOracle,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,0x0000000000000000000000000000000000000348,1000000000000000000
