Asset,Quote,Provider,Deploy,Whitelist,Class,base,cross,quote,oracleBaseCross,oracleCrossQuote
SFRAX,USD,Cross,Yes,Yes,CrossAdapter,0xe3b3FE7bcA19cA77Ad877A5Bebab186bEcfAD906,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x0000000000000000000000000000000000000348,[Chainlink_SFRAX/FRAX],[Chainlink_FRAX/USD]
SFRXETH,ETH,Cross,Yes,Yes,CrossAdapter,0x95aB45875cFFdba1E5f451B950bC2E42c0053f39,0x5E8422345238F34275888049021821E8E08CAa1f,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,[Chainlink_SFRXETH/FRXETH],[FixedRate_FRXETH/ETH]
WBTC,ETH,Cross,Yes,Yes,CrossAdapter,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,[Chainlink_WBTC/BTC],[Chainlink_BTC/ETH]
WSTETH,USD,Cross,Yes,Yes,CrossAdapter,0x5979d7b546e38e414f7e9822514be443a4800529,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x0000000000000000000000000000000000000348,[Chainlink_WSTETH/ETH],[Chainlink_ETH/USD]
WSTETH,ETH,Cross,Yes,Yes,CrossAdapter,0x5979d7b546e38e414f7e9822514be443a4800529,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,[Chainlink_WSTETH/STETH_EXCHANGE_RATE],[FixedRate_STETH_ETH]
SUSDE,USD,Cross,Yes,Yes,CrossAdapter,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,0x0000000000000000000000000000000000000348,[Chainlink_SUSDE/USDE_EXCHANGE_RATE],[Chainlink_USDE/USD]
SUSDE,USD,Cross,Yes,Yes,CrossAdapter,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,0x0000000000000000000000000000000000000348,[RedstoneClassic_SUSDE/USDE_EXCHANGE_RATE],[Chainlink_USDE/USD]
WUSDM,USD,Cross,Yes,Yes,CrossAdapter,0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812 ,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,0x0000000000000000000000000000000000000348,[RateProvider_WUSDM/USDM],[Chainlink_USDM/USD]
