Asset,Quote,Provider,Deploy,Whitelist,Heartbeat,Deviation %,Class,base,quote,feed,maxStaleness
EURA,USD,RedStone Classic,Yes,Yes,86400,1,ChainlinkOracle,0xFA5Ed56A203466CbBC2430a43c66b9D8723528E7,0x0000000000000000000000000000000000000348,0x37963F10245e7c3a10c0E9d43a6E617B4Bc8440A,90000
WEETH,ETH,RedStone Classic,Yes,Yes,43200,0.5,ChainlinkOracle,0x35751007a407ca6FEFfE80b3cB397736D2cf4dbe,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xA736eAe8805dDeFFba40cAB8c99bCB309dEaBd9B,46800
WEETH,ETH_EXCHANGE_RATE,RedStone Classic,Yes,Yes,86400,0.5,ChainlinkOracle,0x35751007a407ca6FEFfE80b3cB397736D2cf4dbe,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x119A190b510c9c0D5Ec301b60B2fE70A50356aE9,90000
SUSDE,USDE_EXCHANGE_RATE,RedStone Classic,Yes,Yes,86400,NA,ChainlinkOracle,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,0x3A236F67Fce401D87D7215695235e201966576E4,90000
EUSD,USD,RedStone Classic,Yes,Yes,86400,0.5,ChainlinkOracle,0x12275dcb9048680c4be40942ea4d92c74c63b844,0x0000000000000000000000000000000000000348,0xa41107f9259bB835275eaCaAd8048307B80D7c00,90000
