Asset,Quote,Provider,Deploy,Whitelist,Heartbeat,Deviation %,Class,base,quote,feed,maxStaleness
ARB,USD,Chronicle,Yes,Yes,21600,1,ChronicleOracle,0x912CE59144191C1204E64559FE8253a0e49E6548,0x0000000000000000000000000000000000000348,0x91Fa05bCab98aD3DdEaE33DF7213EE8642e3c66c,25200
ETH,USD,Chronicle,Yes,Yes,21600,1,ChronicleOracle,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x0000000000000000000000000000000000000348,0x5E16CA75000fb2B9d7B1184Fa24fF5D938a345Ef,25200
OSETH,ETH,Chronicle,Yes,Yes,43200,1,ChronicleOracle,0xf7d4e7273E5015C96728A6b02f31C505eE184603,0x0000000000000000000000000000000000000348,0xD2FE33a810b53E8b898B588E6f6Efb0180103a22,46800
WSTETH,USD,Chronicle,Yes,Yes,21600,1,ChronicleOracle,0x5979d7b546e38e414f7e9822514be443a4800529,0x0000000000000000000000000000000000000348,0x61B63e7FCc700E7C4fC43E4233f62554266e8f69,25200
WUSDM,USD,Chronicle,Yes,Yes,21600,1,ChronicleOracle,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x0000000000000000000000000000000000000348,0xdC6720c996Fad27256c7fd6E0a271e2A4687eF18,25200
