Vault,Governor,Whitelist
0xe9De3063d282c7C1F34BfEF8E1e67410dCd60597,Tulipa WETH,Yes
0xf00be6427F6EFC27d065D15c8e3462F0Ee41Ad6b,Zerolend USDC,Yes
0x0272f12b58bee8579FDff3037E62D4a20f01Cb88,Zerolend WETH,Yes
