Asset,Quote,Provider,Deploy,Whitelist,Class,base,quote,cdo,tranche
AA_idle_Fasanara,USDC,Idle,Yes,No,IdleTranchesOracle,0x45054c6753b4Bce40C5d54418DabC20b070F85bE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf6223C567F21E33e859ED7A045773526E9E3c2D5,0x45054c6753b4Bce40C5d54418DabC20b070F85bE
