Vault,Governor,Whitelist
0xe818ad0D20D504C55601b9d5e0E137314414dec4,K3 USDT,Yes
0xf5C972B760dBa38Bf57Ddb2912244F856E4F6812,K3 USDe,Yes
0xa5EeD1615cd883dD6883ca3a385F525e3bEB4E79,Re7 USDT,No
0xa9C251F8304b1B3Fc2b9e8fcae78D94Eff82Ac66,Telos USDT,No
0x9c46EE1f01d2b551048F5fF99a4659D98d04BED1,Telos 246Club USDT,Yes
0x2AD9fD319B10bB59734e1dBBE42E0AD06869E2Fb,Edge USDT,Yes
0x66bE42a0BdA425A8C3b3c2cF4F4Cb9EDfcAEd21d,Hyperithm USDT0,No
0xC060D0BD86EB7Ae10ab6626C14bbDF07A99349dE,Clearstar USDT0,No
